time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate,times,date,location,extracted_location,road_name,building_name,city_name,full_address_extracted
1364902898,network,wifi,37.467,43.70618,-72.28327,0.0,0.0,0.0,stationary,2013-04-02 11:41:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364904098,network,wifi,33.843,43.70618,-72.28326,0.0,0.0,0.0,stationary,2013-04-02 12:01:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364905298,network,wifi,34.063,43.70618,-72.28328,0.0,0.0,0.0,stationary,2013-04-02 12:21:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364906498,network,wifi,32.555,43.70615,-72.28328,0.0,0.0,0.0,stationary,2013-04-02 12:41:38,2013-04-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364907698,network,wifi,35.533,43.70616,-72.28326,0.0,0.0,0.0,stationary,2013-04-02 13:01:38,2013-04-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364908898,network,wifi,36.767,43.70617,-72.28328,0.0,0.0,0.0,stationary,2013-04-02 13:21:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364910098,network,wifi,34.685,43.70617,-72.28328,0.0,0.0,0.0,stationary,2013-04-02 13:41:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364911298,network,wifi,36.759,43.70615,-72.28326,0.0,0.0,0.0,stationary,2013-04-02 14:01:38,2013-04-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364912498,network,wifi,37.863,43.70614,-72.28325,0.0,0.0,0.0,stationary,2013-04-02 14:21:38,2013-04-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364913698,network,wifi,36.123,43.70616,-72.28325,0.0,0.0,0.0,stationary,2013-04-02 14:41:38,2013-04-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364914898,network,wifi,33.422,43.70618,-72.28328,0.0,0.0,0.0,stationary,2013-04-02 15:01:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364916098,network,wifi,38.282,43.70617,-72.28328,0.0,0.0,0.0,stationary,2013-04-02 15:21:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364917298,network,cell,2469.0,43.69922,-72.28294,0.0,0.0,0.0,stationary,2013-04-02 15:41:38,2013-04-02,"Hanover High School, 41 Lebanon Street, Hanover, NH 03755, United States of America",,,,,
1364918499,network,cell,3230.0,43.63288,-72.32795,0.0,0.0,0.0,moving,2013-04-02 16:01:39,2013-04-02,"Two Rivers Conservation Area, I 89, Lebanon, NH 03784, United States of America",,,,,
1364919698,network,wifi,36.0,43.64937,-72.3112,0.0,0.0,0.0,moving,2013-04-02 16:21:38,2013-04-02,"89 Main Street, West Lebanon, Lebanon, NH 03784, United States of America",,,,,
1364920899,network,wifi,40.5,43.64937,-72.3112,0.0,0.0,0.0,moving,2013-04-02 16:41:39,2013-04-02,"89 Main Street, West Lebanon, Lebanon, NH 03784, United States of America",,,,,
1364922098,network,cell,2469.0,43.69922,-72.28294,0.0,0.0,0.0,moving,2013-04-02 17:01:38,2013-04-02,"Hanover High School, 41 Lebanon Street, Hanover, NH 03755, United States of America",,,,,
1364923298,network,wifi,37.427,43.70616,-72.2833,0.0,0.0,0.0,moving,2013-04-02 17:21:38,2013-04-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364924498,network,wifi,37.71,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-04-02 17:41:38,2013-04-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364925698,network,wifi,39.381,43.7062,-72.28329,0.0,0.0,0.0,stationary,2013-04-02 18:01:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364926898,network,wifi,42.26,43.70618,-72.28329,0.0,0.0,0.0,stationary,2013-04-02 18:21:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364928098,network,wifi,39.126,43.70619,-72.28329,0.0,0.0,0.0,stationary,2013-04-02 18:41:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364929298,network,wifi,52.65,43.70617,-72.28328,0.0,0.0,0.0,stationary,2013-04-02 19:01:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364930498,network,wifi,36.488,43.70615,-72.28326,0.0,0.0,0.0,stationary,2013-04-02 19:21:38,2013-04-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364931698,network,wifi,37.959,43.70619,-72.28327,0.0,0.0,0.0,stationary,2013-04-02 19:41:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364932898,network,wifi,31.444,43.70621,-72.28328,0.0,0.0,0.0,stationary,2013-04-02 20:01:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364934098,network,wifi,37.872,43.70619,-72.28327,0.0,0.0,0.0,stationary,2013-04-02 20:21:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364935298,network,wifi,41.292,43.70619,-72.28327,0.0,0.0,0.0,stationary,2013-04-02 20:41:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364936498,network,wifi,37.903,43.70617,-72.28328,0.0,0.0,0.0,stationary,2013-04-02 21:01:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364941298,network,wifi,37.915,43.70616,-72.28326,0.0,0.0,0.0,stationary,2013-04-02 22:21:38,2013-04-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364942498,network,wifi,35.634,43.70616,-72.28327,0.0,0.0,0.0,stationary,2013-04-02 22:41:38,2013-04-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364943698,network,wifi,37.381,43.70617,-72.28327,0.0,0.0,0.0,stationary,2013-04-02 23:01:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364944898,network,wifi,38.438,43.70617,-72.28328,0.0,0.0,0.0,stationary,2013-04-02 23:21:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364946098,network,wifi,34.602,43.70619,-72.28329,0.0,0.0,0.0,stationary,2013-04-02 23:41:38,2013-04-02,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364947298,network,wifi,34.652,43.70619,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 00:01:38,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364948498,network,wifi,35.271,43.70618,-72.2833,0.0,0.0,0.0,stationary,2013-04-03 00:21:38,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364949698,network,wifi,36.219,43.70618,-72.28327,0.0,0.0,0.0,stationary,2013-04-03 00:41:38,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364950899,network,wifi,135.538,43.70699,-72.28701,0.0,0.0,0.0,moving,2013-04-03 01:01:39,2013-04-03,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
1364953298,network,wifi,31.241,43.7062,-72.2833,0.0,0.0,0.0,stationary,2013-04-03 01:41:38,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364954498,network,wifi,34.637,43.70619,-72.28329,0.0,0.0,0.0,stationary,2013-04-03 02:01:38,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364955698,network,wifi,37.86,43.70618,-72.28327,0.0,0.0,0.0,stationary,2013-04-03 02:21:38,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364956898,network,wifi,38.597,43.70614,-72.2833,0.0,0.0,0.0,stationary,2013-04-03 02:41:38,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364958545,network,wifi,36.348,43.70617,-72.28329,0.0,0.0,0.0,,2013-04-03 03:09:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364959745,network,wifi,38.048,43.70615,-72.28329,0.0,0.0,0.0,stationary,2013-04-03 03:29:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364960945,network,wifi,36.639,43.70617,-72.28329,0.0,0.0,0.0,stationary,2013-04-03 03:49:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364963345,network,wifi,37.93,43.70616,-72.28327,0.0,0.0,0.0,stationary,2013-04-03 04:29:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364964545,network,wifi,39.031,43.70615,-72.28325,0.0,0.0,0.0,stationary,2013-04-03 04:49:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364965745,network,wifi,36.49,43.70617,-72.2833,0.0,0.0,0.0,stationary,2013-04-03 05:09:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364966945,network,wifi,36.83,43.70617,-72.28329,0.0,0.0,0.0,stationary,2013-04-03 05:29:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364968145,network,wifi,35.51,43.70619,-72.28327,0.0,0.0,0.0,stationary,2013-04-03 05:49:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364969345,network,wifi,37.876,43.70616,-72.28326,0.0,0.0,0.0,stationary,2013-04-03 06:09:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364970545,network,wifi,37.964,43.70616,-72.28327,0.0,0.0,0.0,stationary,2013-04-03 06:29:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364971745,network,wifi,36.638,43.70619,-72.28325,0.0,0.0,0.0,stationary,2013-04-03 06:49:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364972945,network,wifi,35.905,43.70618,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 07:09:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364974145,network,wifi,35.486,43.70619,-72.28327,0.0,0.0,0.0,stationary,2013-04-03 07:29:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364975345,network,wifi,35.591,43.70619,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 07:49:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364976545,network,wifi,35.597,43.70619,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 08:09:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364977745,network,wifi,37.278,43.70617,-72.28327,0.0,0.0,0.0,stationary,2013-04-03 08:29:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364978945,network,wifi,37.168,43.70618,-72.28324,0.0,0.0,0.0,stationary,2013-04-03 08:49:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364980102,network,wifi,36.225,43.70617,-72.28329,0.0,0.0,0.0,stationary,2013-04-03 09:08:22,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364981345,network,wifi,40.379,43.70612,-72.28323,0.0,0.0,0.0,stationary,2013-04-03 09:29:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364982545,network,wifi,37.408,43.70618,-72.28327,0.0,0.0,0.0,stationary,2013-04-03 09:49:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364983745,network,wifi,38.612,43.70617,-72.28329,0.0,0.0,0.0,stationary,2013-04-03 10:09:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364984945,network,wifi,37.55,43.70616,-72.2833,0.0,0.0,0.0,stationary,2013-04-03 10:29:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364986145,network,wifi,35.647,43.70617,-72.28331,0.0,0.0,0.0,stationary,2013-04-03 10:49:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364987345,network,wifi,38.222,43.70615,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 11:09:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364988545,network,wifi,37.002,43.70617,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 11:29:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364989745,network,wifi,37.51,43.70616,-72.28327,0.0,0.0,0.0,stationary,2013-04-03 11:49:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364990945,network,wifi,31.756,43.70616,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 12:09:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1364992145,network,wifi,37.314,43.70619,-72.28326,0.0,0.0,0.0,stationary,2013-04-03 12:29:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364993345,network,wifi,37.312,43.70617,-72.28327,0.0,0.0,0.0,stationary,2013-04-03 12:49:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364994545,network,wifi,38.197,43.70618,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 13:09:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1364998145,network,wifi,28.535,43.7088,-72.28389,0.0,0.0,0.0,moving,2013-04-03 14:09:05,2013-04-03,"Class of 1978 Life Sciences Center, 78 College Street, Hanover, NH 03755, United States of America",,,,,
1364999345,network,wifi,69.216,43.70893,-72.28403,0.0,0.0,0.0,stationary,2013-04-03 14:29:05,2013-04-03,"78 College Street, Hanover, NH 03755, United States of America",,,,,
1365000545,network,wifi,48.898,43.70862,-72.2836,0.0,0.0,0.0,stationary,2013-04-03 14:49:05,2013-04-03,"Class of 1978 Life Sciences Center, 78 College Street, Hanover, NH 03755, United States of America",,,,,
1365001745,network,wifi,34.512,43.70873,-72.28388,0.0,0.0,0.0,stationary,2013-04-03 15:09:05,2013-04-03,"Class of 1978 Life Sciences Center, 78 College Street, Hanover, NH 03755, United States of America",,,,,
1365002945,network,wifi,20.0,43.70615,-72.28326,0.0,0.0,0.0,moving,2013-04-03 15:29:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365004145,network,wifi,37.428,43.70616,-72.28329,0.0,0.0,0.0,stationary,2013-04-03 15:49:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365005345,network,wifi,37.259,43.70616,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 16:09:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365006545,network,wifi,42.862,43.7061,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 16:29:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365007745,network,wifi,33.246,43.70615,-72.28329,0.0,0.0,0.0,stationary,2013-04-03 16:49:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365008945,network,wifi,36.747,43.70619,-72.28325,0.0,0.0,0.0,stationary,2013-04-03 17:09:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365010145,network,wifi,34.672,43.70619,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 17:29:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365011345,network,wifi,31.904,43.70622,-72.28332,0.0,0.0,0.0,stationary,2013-04-03 17:49:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365013745,network,wifi,36.129,43.70617,-72.2833,0.0,0.0,0.0,stationary,2013-04-03 18:29:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365014945,network,wifi,37.291,43.70616,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 18:49:05,2013-04-03,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365016146,network,wifi,41.61,43.70555,-72.28328,0.0,0.0,0.0,moving,2013-04-03 19:09:06,2013-04-03,"10 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365017345,network,wifi,27.954,43.70557,-72.2833,0.0,0.0,0.0,stationary,2013-04-03 19:29:05,2013-04-03,"10 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365018545,network,wifi,38.789,43.70557,-72.28329,0.0,0.0,0.0,stationary,2013-04-03 19:49:05,2013-04-03,"10 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365019745,network,wifi,33.485,43.70618,-72.28329,0.0,0.0,0.0,stationary,2013-04-03 20:09:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365020945,network,wifi,38.702,43.70619,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 20:29:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365022145,network,wifi,39.34,43.70617,-72.2833,0.0,0.0,0.0,stationary,2013-04-03 20:49:05,2013-04-03,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365023345,network,wifi,42.311,43.70556,-72.28328,0.0,0.0,0.0,stationary,2013-04-03 21:09:05,2013-04-03,"10 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365025745,network,wifi,35.093,43.70228,-72.28562,0.0,0.0,0.0,moving,2013-04-03 21:49:05,2013-04-03,"Vox Lane Parking Lot, 6 Vox Lane, Hanover, NH 03755, United States of America",,,,,
1365026945,network,wifi,42.904,43.70557,-72.28327,0.0,0.0,0.0,moving,2013-04-03 22:09:05,2013-04-03,"10 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365030545,network,wifi,24.413,43.70663,-72.28707,0.0,0.0,0.0,stationary,2013-04-03 23:09:05,2013-04-03,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
1365031745,network,wifi,22.525,43.70662,-72.2871,0.0,0.0,0.0,stationary,2013-04-03 23:29:05,2013-04-03,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
1365032945,network,wifi,21.0,43.70664,-72.28715,0.0,0.0,0.0,stationary,2013-04-03 23:49:05,2013-04-03,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
1365034145,network,wifi,20.0,43.70663,-72.28709,0.0,0.0,0.0,stationary,2013-04-04 00:09:05,2013-04-04,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
1365035345,network,wifi,20.0,43.70663,-72.28716,0.0,0.0,0.0,stationary,2013-04-04 00:29:05,2013-04-04,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
1365036545,network,wifi,20.0,43.70663,-72.28714,0.0,0.0,0.0,stationary,2013-04-04 00:49:05,2013-04-04,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
1365037745,network,wifi,20.0,43.70664,-72.28713,0.0,0.0,0.0,stationary,2013-04-04 01:09:05,2013-04-04,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
1365041667,network,wifi,36.077,43.70614,-72.28326,0.0,0.0,0.0,,2013-04-04 02:14:27,2013-04-04,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365042868,network,wifi,34.833,43.70617,-72.28329,0.0,0.0,0.0,stationary,2013-04-04 02:34:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365045268,network,wifi,35.198,43.70618,-72.2833,0.0,0.0,0.0,stationary,2013-04-04 03:14:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365046468,network,wifi,35.892,43.70616,-72.28329,0.0,0.0,0.0,stationary,2013-04-04 03:34:28,2013-04-04,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365047668,network,wifi,38.256,43.70618,-72.28328,0.0,0.0,0.0,stationary,2013-04-04 03:54:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365048868,network,wifi,37.651,43.70614,-72.28328,0.0,0.0,0.0,stationary,2013-04-04 04:14:28,2013-04-04,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365050068,network,wifi,36.537,43.70616,-72.28326,0.0,0.0,0.0,stationary,2013-04-04 04:34:28,2013-04-04,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365051268,network,wifi,34.231,43.70616,-72.28329,0.0,0.0,0.0,stationary,2013-04-04 04:54:28,2013-04-04,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365052468,network,wifi,35.302,43.70616,-72.2833,0.0,0.0,0.0,stationary,2013-04-04 05:14:28,2013-04-04,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365053668,network,wifi,36.978,43.70616,-72.28329,0.0,0.0,0.0,stationary,2013-04-04 05:34:28,2013-04-04,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365054868,network,wifi,36.611,43.70617,-72.2833,0.0,0.0,0.0,stationary,2013-04-04 05:54:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365056068,network,wifi,36.085,43.70617,-72.28325,0.0,0.0,0.0,stationary,2013-04-04 06:14:28,2013-04-04,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365057268,network,wifi,32.031,43.70616,-72.28329,0.0,0.0,0.0,stationary,2013-04-04 06:34:28,2013-04-04,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365058468,network,wifi,36.846,43.70616,-72.28326,0.0,0.0,0.0,stationary,2013-04-04 06:54:28,2013-04-04,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365059668,network,wifi,35.227,43.70619,-72.28329,0.0,0.0,0.0,stationary,2013-04-04 07:14:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365060868,network,wifi,37.701,43.70618,-72.28327,0.0,0.0,0.0,stationary,2013-04-04 07:34:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365062068,network,wifi,33.051,43.70619,-72.28329,0.0,0.0,0.0,stationary,2013-04-04 07:54:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365063268,network,wifi,38.41,43.7062,-72.28327,0.0,0.0,0.0,stationary,2013-04-04 08:14:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365064468,network,wifi,36.367,43.70617,-72.28325,0.0,0.0,0.0,stationary,2013-04-04 08:34:28,2013-04-04,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365065668,network,wifi,33.736,43.70618,-72.2833,0.0,0.0,0.0,stationary,2013-04-04 08:54:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365066868,network,wifi,36.055,43.70618,-72.28325,0.0,0.0,0.0,stationary,2013-04-04 09:14:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365068068,network,wifi,36.571,43.70619,-72.28325,0.0,0.0,0.0,stationary,2013-04-04 09:34:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365069268,network,wifi,36.1,43.70618,-72.28329,0.0,0.0,0.0,stationary,2013-04-04 09:54:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365071668,network,wifi,36.273,43.70616,-72.28326,0.0,0.0,0.0,stationary,2013-04-04 10:34:28,2013-04-04,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365072868,network,wifi,37.904,43.70618,-72.28327,0.0,0.0,0.0,stationary,2013-04-04 10:54:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365074068,network,wifi,36.736,43.70619,-72.28325,0.0,0.0,0.0,stationary,2013-04-04 11:14:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365089669,network,cell,4694.0,43.33174,-71.90096,0.0,0.0,0.0,moving,2013-04-04 15:34:29,2013-04-04,"North Road, Sutton, Merrimack County, NH, United States of America",,,,,
1365092068,network,cell,3230.0,43.63288,-72.32796,0.0,0.0,0.0,moving,2013-04-04 16:14:28,2013-04-04,"Two Rivers Conservation Area, I 89, Lebanon, NH 03784, United States of America",,,,,
1365093268,network,cell,3230.0,43.63288,-72.32796,0.0,0.0,0.0,moving,2013-04-04 16:34:28,2013-04-04,"Two Rivers Conservation Area, I 89, Lebanon, NH 03784, United States of America",,,,,
1365094241,network,wifi,40.5,43.64937,-72.3112,0.0,0.0,0.0,moving,2013-04-04 16:50:41,2013-04-04,"89 Main Street, West Lebanon, Lebanon, NH 03784, United States of America",,,,,
1365095598,network,wifi,36.0,43.68744,-72.29292,0.0,0.0,0.0,moving,2013-04-04 17:13:18,2013-04-04,"North Main Street, East Wilder, Lebanon, NH 05088, United States of America",,,,,
1365096868,network,wifi,38.672,43.70616,-72.28326,0.0,0.0,0.0,moving,2013-04-04 17:34:28,2013-04-04,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1365098068,network,wifi,36.095,43.70618,-72.28329,0.0,0.0,0.0,stationary,2013-04-04 17:54:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365099200,network,wifi,34.536,43.70617,-72.28328,0.0,0.0,0.0,stationary,2013-04-04 18:13:20,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365100361,network,wifi,34.839,43.70617,-72.28327,0.0,0.0,0.0,stationary,2013-04-04 18:32:41,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365101668,network,wifi,37.457,43.70619,-72.28326,0.0,0.0,0.0,stationary,2013-04-04 18:54:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365102802,network,wifi,37.59,43.70618,-72.28327,0.0,0.0,0.0,stationary,2013-04-04 19:13:22,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365104068,network,wifi,35.613,43.70618,-72.28328,0.0,0.0,0.0,stationary,2013-04-04 19:34:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365105268,network,wifi,38.055,43.70619,-72.28327,0.0,0.0,0.0,stationary,2013-04-04 19:54:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365106405,network,wifi,36.009,43.70618,-72.28329,0.0,0.0,0.0,stationary,2013-04-04 20:13:25,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365107668,network,wifi,34.601,43.70619,-72.2833,0.0,0.0,0.0,stationary,2013-04-04 20:34:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365108868,network,wifi,36.046,43.70618,-72.28328,0.0,0.0,0.0,stationary,2013-04-04 20:54:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365110068,network,wifi,34.085,43.70619,-72.28332,0.0,0.0,0.0,stationary,2013-04-04 21:14:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365111268,network,wifi,35.969,43.70618,-72.28329,0.0,0.0,0.0,stationary,2013-04-04 21:34:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365112468,network,wifi,35.392,43.70618,-72.2833,0.0,0.0,0.0,stationary,2013-04-04 21:54:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365113608,network,wifi,34.966,43.70619,-72.28329,0.0,0.0,0.0,stationary,2013-04-04 22:13:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365114868,network,wifi,34.906,43.70619,-72.2833,0.0,0.0,0.0,stationary,2013-04-04 22:34:28,2013-04-04,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1365119610,network,wifi,24.55,43.7066,-72.28701,0.0,0.0,0.0,stationary,2013-04-04 23:53:30,2013-04-04,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
